asset_id,property_type,region,tenant_industry,credit_tier,annual_rent,property_value,asset_age,lease_term_remaining,occupancy_rate,rent_coverage_ratio,noi_margin,sales_trend_12m,traffic_trend_12m,capex_need_pct_value,delinquency_days,arrears_pct_annual_rent,tenant_concentration_pct,local_unemployment,market_rent_growth,renewal_probability,synthetic_risk_score,portfolio_health
REIT-02876,Fitness,Midwest,Healthcare,Stable,819556.35,10954642.12,22,11.48,0.9568,1.739,0.6162,0.1579,0.0542,0.014,3,0.0,0.0592,0.0485,0.0244,0.894,51.21,watchlist
REIT-02877,Quick Service Restaurant,Midwest,Fitness,Weak,1178754.47,21363571.97,36,13.98,1.0,2.079,0.6753,-0.0594,-0.0577,0.0251,9,0.0359,0.0409,0.0345,0.0327,0.5185,84.85,at risk
REIT-02878,Distribution,Northeast,Professional Services,Investment Grade,2146741.23,47663502.44,1,5.99,1.0,2.871,0.674,0.0304,0.0879,0.0,8,0.0,0.0325,0.0454,-0.0169,0.929,1.22,healthy
REIT-02879,Distribution,Southeast,Auto,Stable,3134346.91,45589628.8,8,0.2,0.9442,2.783,0.673,0.0525,0.1535,0.0386,2,0.0185,0.0781,0.0298,-0.0114,0.6681,55.38,watchlist
REIT-02880,Distribution,Midwest,Auto,Watch,1391507.91,27548472.82,33,6.78,0.9573,2.179,0.6378,-0.0023,-0.1284,0.0,29,0.0564,0.0495,0.0426,0.0234,0.7945,74.61,at risk
REIT-02881,Entertainment,Southeast,Fitness,Stable,917695.73,9695366.47,30,7.09,0.8893,2.278,0.6061,0.0938,0.0251,0.051,1,0.0,0.0625,0.0414,0.0629,0.98,54.31,watchlist
REIT-02882,Industrial,Southeast,Grocery,Strong Private,1720972.74,26916131.2,6,12.28,0.967,3.015,0.7272,0.0015,0.0149,0.0171,3,0.0251,0.0616,0.0528,0.0261,0.98,5.56,healthy
REIT-02883,Quick Service Restaurant,Midwest,Manufacturing,Stable,255541.5,5029843.53,23,4.06,0.9815,2.993,0.6912,0.0774,0.0429,0.0122,3,0.0376,0.0446,0.0507,-0.0033,0.9287,39.06,healthy
REIT-02884,Industrial,Midwest,Manufacturing,Strong Private,1146296.2,17272357.41,4,0.8,1.0,3.794,0.6756,-0.1151,0.0688,0.0016,11,0.0332,0.0372,0.0507,0.0407,0.8554,36.27,healthy
REIT-02885,Fitness,Southwest,Logistics,Strong Private,758683.5,11237496.26,37,6.63,0.9778,2.215,0.7069,0.0398,-0.0372,0.0231,1,0.0,0.0334,0.021,0.0075,0.8295,25.03,healthy
REIT-02886,Grocery,Northeast,Entertainment,Investment Grade,1216081.27,19364217.72,13,3.48,0.9547,2.933,0.6035,0.0245,0.1466,0.0091,1,0.0,0.003,0.0495,0.0026,0.8324,7.68,healthy
REIT-02887,Quick Service Restaurant,Southwest,Professional Services,Investment Grade,498671.6,7952691.54,14,5.0,0.932,3.25,0.5708,0.0787,-0.0384,0.0272,6,0.0268,0.0062,0.0385,0.0403,0.9035,8.21,healthy
REIT-02888,Grocery,Northeast,Logistics,Strong Private,1046607.21,23257938.1,24,12.3,0.9797,2.577,0.731,-0.1718,0.09,0.021,0,0.0283,0.0561,0.0378,-0.0612,0.766,26.5,healthy
REIT-02889,Grocery,Mountain,Healthcare,Investment Grade,1496743.91,23709210.7,10,8.63,1.0,1.97,0.7737,0.1326,0.0527,0.0317,0,0.0,0.0456,0.0381,0.0464,0.9374,4.75,healthy
REIT-02890,Industrial,West Coast,Restaurant,Watch,1934934.55,24938581.06,29,11.35,1.0,3.596,0.7216,-0.0025,0.0159,0.0143,7,0.0218,0.0396,0.074,0.0015,0.8037,37.28,healthy
REIT-02891,Industrial,Mountain,Entertainment,Stable,2337199.21,35178123.0,23,7.71,0.9181,2.674,0.6661,0.0063,0.1246,0.0222,15,0.0,0.0324,0.0422,0.0419,0.9618,31.82,healthy
REIT-02892,Medical Office,Southwest,Professional Services,Strong Private,988545.84,14183521.34,8,7.19,0.9686,3.491,0.6472,0.0426,0.0503,0.0022,4,0.0036,0.0369,0.0342,0.0525,0.98,0.0,healthy
REIT-02893,Quick Service Restaurant,West Coast,Auto,Strong Private,494107.2,9145274.09,10,16.1,0.9754,2.34,0.7087,0.2002,-0.0709,0.0149,5,0.0208,0.0244,0.0459,0.0382,0.98,16.21,healthy
REIT-02894,Quick Service Restaurant,West Coast,Professional Services,Watch,294753.17,6550070.37,29,9.2,0.9428,2.089,0.7166,0.0544,0.0708,0.0541,36,0.0833,0.0197,0.0675,0.0074,0.7166,90.28,at risk
REIT-02895,Quick Service Restaurant,West Coast,Fuel,Strong Private,902258.6,18110471.5,21,11.49,0.9511,2.585,0.6698,0.0467,0.0462,0.0179,1,0.008,0.0546,0.0537,-0.0167,0.9645,21.06,healthy
REIT-02896,Convenience Store,Northeast,Professional Services,Weak,752606.14,10625543.11,5,5.73,0.9695,1.796,0.7167,0.0553,0.0243,0.0,7,0.0345,0.0301,0.0317,0.0295,0.621,67.32,watchlist
REIT-02897,Automotive Service,Midwest,Entertainment,Strong Private,833388.67,12140254.71,10,2.15,0.9501,3.104,0.5876,0.0696,-0.0844,0.0002,2,0.0261,0.003,0.0566,0.0038,0.7461,26.53,healthy
REIT-02898,Fitness,Northeast,Healthcare,Watch,497502.44,8525030.65,31,5.41,0.9964,2.612,0.6793,0.0118,0.0106,0.0079,4,0.0,0.0414,0.0512,0.0361,0.6098,43.49,healthy
REIT-02899,Convenience Store,Southeast,Fuel,Watch,547254.84,10659311.8,26,14.57,0.9508,2.133,0.7434,-0.0035,0.0854,0.0119,7,0.054,0.0248,0.0593,0.0423,0.98,48.3,watchlist
REIT-02900,Grocery,Mountain,Fitness,Stable,3013965.86,49579464.24,12,6.94,1.0,1.546,0.4743,0.0487,0.1975,0.0188,2,0.0,0.0633,0.0471,0.0383,0.872,35.68,healthy
REIT-02901,Medical Office,Southeast,Manufacturing,Investment Grade,679753.55,11280037.4,5,9.93,1.0,3.287,0.6864,-0.0133,0.0167,0.0295,3,0.0,0.0657,0.0494,0.0281,0.98,0.0,healthy
REIT-02902,Grocery,Mountain,Healthcare,Investment Grade,1688069.99,23756177.85,34,6.95,0.9864,2.365,0.8031,-0.0892,0.0669,0.03,0,0.0,0.0577,0.0292,0.0223,0.7429,21.45,healthy
REIT-02903,Distribution,West Coast,Fuel,Strong Private,2440948.69,35855198.89,1,14.93,0.9574,1.926,0.7423,-0.1522,0.0926,0.0102,0,0.0,0.0677,0.036,0.02,0.5761,45.99,healthy
REIT-02904,Distribution,West Coast,Grocery,Stable,1369923.55,18575940.24,24,4.4,0.9769,1.759,0.7056,0.0876,0.133,0.0212,9,0.0,0.0339,0.0337,0.0116,0.7937,45.2,healthy
REIT-02905,Distribution,Southwest,Entertainment,Stable,1895473.48,32876670.24,28,12.87,0.9332,2.956,0.6478,-0.121,-0.0793,0.0276,5,0.0,0.0666,0.0357,0.0084,0.98,42.04,healthy
REIT-02906,Distribution,Mountain,Logistics,Investment Grade,2913211.83,37011764.44,29,7.96,0.9785,2.182,0.8387,0.103,0.1277,0.0362,10,0.0,0.0918,0.021,-0.0035,0.9691,26.29,healthy
REIT-02907,Quick Service Restaurant,Southeast,Fitness,Stable,277689.12,5147531.91,18,8.72,0.9771,2.541,0.5866,0.0559,-0.0193,0.0318,2,0.0,0.0042,0.0364,0.0561,0.8856,31.57,healthy
REIT-02908,Quick Service Restaurant,West Coast,Logistics,Stable,426548.55,7517860.88,36,5.78,0.9246,2.786,0.6188,0.038,-0.0173,0.0374,1,0.0015,0.0121,0.0285,0.033,0.8753,28.99,healthy
REIT-02909,Quick Service Restaurant,Midwest,Manufacturing,Watch,456936.04,9341041.73,14,5.22,0.9149,2.089,0.6216,-0.13,0.0152,0.0274,25,0.0,0.026,0.0717,-0.0176,0.7214,85.78,at risk
REIT-02910,Grocery,Northeast,Grocery,Strong Private,1765980.64,32921363.49,35,8.18,0.979,3.488,0.7294,-0.1648,-0.0483,0.0264,1,0.0,0.0608,0.0368,0.0517,0.98,13.08,healthy
REIT-02911,Industrial,West Coast,Grocery,Stable,1445695.69,31886612.68,16,6.42,0.9477,2.205,0.5585,0.1531,-0.1504,0.0115,8,0.0,0.0184,0.021,0.0148,0.98,37.11,healthy
REIT-02912,Convenience Store,Southwest,Entertainment,Weak,530574.18,7038047.29,39,4.9,0.9415,2.371,0.6512,-0.0807,-0.0964,0.0465,8,0.0505,0.0442,0.0315,-0.0171,0.6708,92.04,at risk
REIT-02913,Distribution,Midwest,Healthcare,Watch,1615514.29,27132587.91,33,11.01,1.0,2.684,0.6146,0.0147,0.0035,0.0,13,0.0404,0.0524,0.0359,-0.0392,0.839,43.36,healthy
REIT-02914,Convenience Store,West Coast,Grocery,Investment Grade,393042.94,8734287.64,2,8.03,0.9675,2.831,0.5099,0.0351,0.0303,0.01,9,0.0,0.0051,0.0499,0.023,0.853,14.57,healthy
REIT-02915,Fitness,Southwest,Professional Services,Strong Private,883208.52,9230879.99,3,9.98,0.9298,2.028,0.8075,0.0038,0.0049,0.0,12,0.0198,0.012,0.0377,-0.0407,0.9202,41.29,healthy
REIT-02916,Fitness,Southeast,Restaurant,Strong Private,864439.26,11838762.21,19,0.2,0.9073,3.322,0.647,-0.0335,-0.0604,0.0165,12,0.0,0.0356,0.0349,0.024,0.7647,35.69,healthy
REIT-02917,Grocery,Midwest,Professional Services,Stable,1470540.6,17052404.78,28,9.22,1.0,2.446,0.6801,-0.0012,-0.0124,0.0363,2,0.0017,0.0108,0.0369,-0.0009,0.9143,21.19,healthy
REIT-02918,Fitness,Southwest,Fitness,Investment Grade,959288.89,14641936.62,27,4.7,0.9678,2.047,0.5888,-0.1226,0.0049,0.0281,20,0.0283,0.0126,0.0416,0.0541,0.7451,46.67,watchlist
REIT-02919,Automotive Service,Midwest,Restaurant,Stable,466168.13,8440898.72,33,9.3,0.9763,2.046,0.8092,-0.073,0.0513,0.0208,0,0.0,0.0291,0.0229,-0.0402,0.7776,48.98,watchlist
REIT-02920,Convenience Store,Southwest,Fuel,Stable,393828.3,8751739.98,9,4.25,0.9669,3.475,0.6272,-0.086,0.1214,0.0154,0,0.0,0.003,0.0444,0.054,0.98,16.54,healthy
REIT-02921,Distribution,Midwest,Healthcare,Strong Private,3217585.91,57437530.98,39,3.35,0.9871,3.357,0.6887,0.1687,-0.0669,0.0163,13,0.0,0.0722,0.0385,0.004,0.98,11.41,healthy
REIT-02922,Office,Mountain,Grocery,Strong Private,649937.5,7411262.68,36,6.15,0.985,2.864,0.5185,0.0684,0.0126,0.0387,12,0.014,0.005,0.0243,0.0236,0.98,16.47,healthy
REIT-02923,Industrial,Southwest,Fuel,Weak,1657578.25,24385601.97,4,0.2,0.9264,2.478,0.6712,0.0236,0.027,0.03,12,0.0151,0.0605,0.042,-0.032,0.5708,99.53,at risk
REIT-02924,Automotive Service,West Coast,Grocery,Investment Grade,833865.61,13151469.2,11,0.52,0.9766,2.56,0.6625,0.1209,0.175,0.0226,8,0.0038,0.0279,0.021,0.0029,0.6438,34.24,healthy
REIT-02925,Fitness,Southeast,Fuel,Watch,773680.49,13159734.87,13,5.88,0.9318,2.139,0.6721,-0.0421,0.0527,0.0009,11,0.0,0.0266,0.0253,-0.0474,0.7416,65.62,watchlist
REIT-02926,Grocery,Southeast,Fitness,Weak,1535505.72,20852746.04,22,7.98,0.9765,2.145,0.6623,0.1082,-0.0517,0.0137,6,0.015,0.0252,0.0337,0.0284,0.7039,70.84,at risk
REIT-02927,Quick Service Restaurant,Northeast,Auto,Stable,402993.39,5741186.03,30,6.76,0.9022,2.373,0.7331,0.1187,-0.13,0.0,1,0.0,0.0435,0.0391,-0.017,0.7912,46.58,watchlist
REIT-02928,Distribution,West Coast,Healthcare,Watch,1827302.41,26830181.43,4,13.42,1.0,1.473,0.6985,-0.0136,0.0326,0.0198,4,0.0026,0.0293,0.0414,-0.0079,0.9313,55.31,watchlist
REIT-02929,Office,Southwest,Entertainment,Stable,779329.49,13714673.47,5,10.49,0.9634,2.817,0.7381,0.0667,-0.0103,0.0279,4,0.0,0.0071,0.0361,0.0675,0.9647,32.05,healthy
REIT-02930,Medical Office,Midwest,Grocery,Stable,1017494.92,14497287.39,26,7.17,0.9973,1.786,0.7009,-0.0379,0.0928,0.0171,13,0.0,0.039,0.0501,-0.0019,0.6478,58.84,watchlist
REIT-02931,Entertainment,Midwest,Healthcare,Watch,1120006.91,14168977.9,26,4.39,0.9205,2.734,0.741,-0.0485,0.0787,0.027,1,0.0,0.0262,0.0522,0.0309,0.3748,65.81,watchlist
REIT-02932,Automotive Service,Northeast,Auto,Strong Private,679065.73,10131435.43,22,10.1,0.9535,2.363,0.5661,-0.0458,-0.0775,0.0023,4,0.0,0.0264,0.0609,0.0068,0.8121,28.11,healthy
REIT-02933,Convenience Store,Southeast,Logistics,Stable,376738.22,6815442.49,15,4.2,0.9836,3.745,0.7661,0.0228,0.122,0.0245,0,0.0222,0.0527,0.0375,-0.0045,0.8962,13.61,healthy
REIT-02934,Convenience Store,Northeast,Manufacturing,Strong Private,859064.4,14047974.35,23,9.13,0.968,2.935,0.6508,-0.132,-0.0566,0.0342,15,0.0501,0.0404,0.0356,-0.0261,0.8984,38.43,healthy
REIT-02935,Grocery,West Coast,Professional Services,Stable,1267042.87,21247402.2,12,4.5,0.9262,2.908,0.6664,-0.0018,-0.1432,0.0066,7,0.0,0.0557,0.0656,-0.0158,0.98,38.32,healthy
REIT-02936,Quick Service Restaurant,Midwest,Restaurant,Investment Grade,458090.08,8429025.43,10,8.5,1.0,1.61,0.7503,0.1023,0.0911,0.0268,3,0.023,0.0278,0.021,-0.0444,0.9363,18.05,healthy
REIT-02937,Industrial,Southwest,Healthcare,Stable,2224077.91,41370529.68,14,3.57,1.0,2.614,0.7285,-0.0263,-0.0692,0.0379,0,0.0065,0.0416,0.053,0.0229,0.7475,43.16,healthy
REIT-02938,Quick Service Restaurant,Midwest,Restaurant,Stable,500222.45,8980963.15,4,9.6,1.0,2.527,0.6706,0.0166,-0.0747,0.0051,7,0.0006,0.015,0.0459,0.0666,0.98,31.23,healthy
REIT-02939,Automotive Service,Northeast,Grocery,Watch,1548339.59,34407546.36,36,7.09,1.0,3.016,0.6543,-0.1316,0.12,0.0445,0,0.0114,0.0483,0.0545,-0.0106,0.6917,60.94,watchlist
REIT-02940,Distribution,Southwest,Logistics,Stable,2258466.96,41521995.05,5,10.83,1.0,3.038,0.6975,-0.0833,0.0241,0.014,1,0.009,0.0616,0.021,-0.0615,0.98,30.41,healthy
REIT-02941,Industrial,Southwest,Healthcare,Stable,4321314.97,69471339.08,13,10.15,0.9641,2.705,0.8449,-0.1546,0.0331,0.0147,2,0.0,0.0428,0.0373,0.0091,0.8201,40.4,healthy
REIT-02942,Medical Office,West Coast,Logistics,Stable,881644.14,13574429.37,32,9.08,0.8978,2.54,0.6175,0.0114,-0.0156,0.0174,4,0.0236,0.0229,0.0485,0.0654,0.8778,29.81,healthy
REIT-02943,Industrial,West Coast,Manufacturing,Watch,1599453.1,25618382.75,24,5.3,0.9422,1.628,0.6464,-0.0473,-0.0308,0.0153,27,0.0045,0.0642,0.0345,-0.0386,0.9517,74.57,at risk
REIT-02944,Distribution,Mountain,Logistics,Weak,3011591.15,44161237.57,8,6.74,0.957,1.519,0.6318,0.1079,-0.124,0.0,1,0.0539,0.0386,0.0592,0.0448,0.7857,83.75,at risk
REIT-02945,Industrial,Midwest,Manufacturing,Watch,2562396.6,42704242.8,27,6.59,0.9174,2.344,0.716,-0.0406,-0.0996,0.0172,7,0.0632,0.0471,0.0544,-0.0112,0.6983,63.59,watchlist
REIT-02946,Office,Southwest,Professional Services,Weak,1460404.82,17243616.55,18,4.38,0.8844,2.538,0.6395,0.1006,0.0279,0.0313,13,0.0438,0.0162,0.021,-0.0083,0.6501,75.35,at risk
REIT-02947,Industrial,Southwest,Professional Services,Investment Grade,1327420.28,19660276.13,22,0.2,0.9869,2.939,0.6421,-0.022,-0.0753,0.0176,5,0.0,0.0204,0.0368,0.0133,0.7614,37.02,healthy
REIT-02948,Medical Office,Southwest,Entertainment,Weak,733139.51,12271175.86,4,9.59,0.9343,2.654,0.6483,-0.0969,0.0032,0.0042,12,0.0264,0.0388,0.0381,0.0264,0.9363,64.57,watchlist
REIT-02949,Distribution,Northeast,Fuel,Stable,2387930.66,39414742.82,32,8.58,0.966,3.052,0.7785,0.1616,-0.0694,0.0372,4,0.001,0.04,0.025,0.0128,0.9755,17.4,healthy
REIT-02950,Entertainment,West Coast,Auto,Investment Grade,1193017.83,15121101.48,1,8.76,0.9374,3.047,0.6842,0.0468,-0.0943,0.0261,0,0.0047,0.0443,0.0632,0.0119,0.7939,15.01,healthy
REIT-02951,Convenience Store,Southeast,Restaurant,Strong Private,211221.99,3521872.53,10,8.96,1.0,2.312,0.747,0.2263,0.1042,0.0154,3,0.0075,0.0213,0.0366,0.0388,0.8633,27.58,healthy
REIT-02952,Distribution,West Coast,Logistics,Stable,2511592.5,47883162.02,25,3.49,0.9256,2.908,0.6209,0.0065,-0.0961,0.0223,0,0.0032,0.076,0.0285,0.0971,0.7787,40.19,healthy
REIT-02953,Office,West Coast,Manufacturing,Watch,1599545.12,19043991.53,4,11.84,0.9785,1.201,0.6479,-0.1472,-0.0246,0.0014,2,0.0001,0.0492,0.0368,-0.0299,0.6751,78.25,at risk
REIT-02954,Quick Service Restaurant,Southeast,Professional Services,Stable,513072.03,9336465.97,36,5.97,0.9505,2.526,0.567,-0.0224,0.0556,0.0268,2,0.0,0.003,0.0318,0.0326,0.9103,34.93,healthy
REIT-02955,Quick Service Restaurant,Southwest,Professional Services,Watch,389469.72,4566028.81,5,2.79,0.9735,2.485,0.6729,0.1203,0.0696,0.0071,6,0.0,0.0601,0.0535,0.0686,0.6853,52.72,watchlist
REIT-02956,Convenience Store,Southwest,Grocery,Stable,455333.67,5689547.8,10,3.28,0.9547,3.285,0.7487,0.147,-0.1473,0.0332,1,0.0203,0.021,0.0453,0.0442,0.9212,33.88,healthy
REIT-02957,Automotive Service,Midwest,Logistics,Strong Private,689658.35,10066301.12,36,0.2,0.9478,1.941,0.7889,-0.0042,0.0733,0.0138,2,0.0077,0.0705,0.0354,-0.0464,0.6507,57.9,watchlist
REIT-02958,Convenience Store,Mountain,Grocery,Watch,346286.2,6084381.94,9,3.46,0.9851,1.971,0.7157,-0.0253,0.0668,0.0152,8,0.0,0.0171,0.021,0.0693,0.7461,49.29,watchlist
REIT-02959,Industrial,Midwest,Professional Services,Investment Grade,2066228.78,30523343.97,17,15.53,0.9199,2.17,0.7269,-0.0106,-0.0571,0.0156,1,0.0136,0.0542,0.0402,-0.0483,0.98,27.7,healthy
REIT-02960,Grocery,Southeast,Entertainment,Strong Private,3059007.64,67302465.16,28,3.52,0.9548,2.974,0.686,0.2291,0.0281,0.0,0,0.0276,0.0612,0.0386,-0.0093,0.7851,24.17,healthy
REIT-02961,Distribution,Southeast,Logistics,Strong Private,5053232.13,73575090.98,16,3.95,1.0,3.666,0.8017,0.0626,0.0024,0.0148,3,0.0382,0.0814,0.0491,-0.0159,0.8938,12.15,healthy
REIT-02962,Automotive Service,Midwest,Restaurant,Strong Private,576642.73,8009008.12,7,0.2,0.9419,2.455,0.86,0.0831,0.0024,0.0044,1,0.0,0.0351,0.0489,0.0179,0.899,35.69,healthy
REIT-02963,Entertainment,Southwest,Auto,Strong Private,864936.37,10240855.58,25,8.23,0.9819,1.952,0.6012,-0.0234,0.0757,0.0278,0,0.0,0.046,0.0555,0.0321,0.782,38.2,healthy
REIT-02964,Entertainment,Midwest,Auto,Stable,870816.04,10534612.0,35,5.03,1.0,2.4,0.7037,-0.0834,-0.0282,0.035,2,0.0,0.0318,0.0334,0.0169,0.779,45.09,healthy
REIT-02965,Grocery,Southeast,Restaurant,Watch,1492755.72,33172349.4,25,4.14,0.9784,2.199,0.662,-0.0753,0.0445,0.0,3,0.0046,0.0266,0.0386,-0.0301,0.8457,56.15,watchlist
REIT-02966,Automotive Service,Mountain,Manufacturing,Investment Grade,1086490.1,18791171.52,32,9.57,0.9967,2.197,0.7921,0.0228,0.1005,0.0057,3,0.008,0.0332,0.0447,0.0558,0.9101,13.46,healthy
REIT-02967,Entertainment,Midwest,Fuel,Weak,1549979.9,17254976.75,18,6.22,0.9101,1.591,0.7384,-0.1446,-0.0548,0.0133,20,0.0487,0.0366,0.0345,0.0166,0.6015,100.0,at risk
REIT-02968,Grocery,Southeast,Fuel,Weak,1183925.24,18396004.08,21,7.67,1.0,2.074,0.6932,-0.0257,0.1615,0.021,3,0.0392,0.0543,0.0233,0.0532,0.5713,80.37,at risk
REIT-02969,Industrial,Midwest,Grocery,Strong Private,3086963.32,49249134.89,8,6.01,1.0,2.378,0.6939,0.0826,-0.0353,0.0397,1,0.0,0.079,0.0513,0.0594,0.8231,23.63,healthy
REIT-02970,Quick Service Restaurant,Mountain,Manufacturing,Stable,360803.5,6130574.89,2,8.43,0.9611,1.998,0.7541,0.0008,0.0152,0.0324,1,0.0081,0.0101,0.0544,-0.0468,0.9697,47.41,watchlist
REIT-02971,Fitness,Northeast,Healthcare,Investment Grade,563658.72,7638856.11,14,3.36,0.9826,2.468,0.7015,-0.1985,0.185,0.0128,2,0.0,0.0153,0.0496,0.0027,0.7398,37.24,healthy
REIT-02972,Quick Service Restaurant,Southwest,Restaurant,Weak,517434.26,8350387.96,39,6.3,0.938,2.029,0.7398,-0.0328,-0.0344,0.0394,9,0.003,0.0362,0.0342,-0.0444,0.5807,89.05,at risk
REIT-02973,Fitness,West Coast,Auto,Stable,1846680.27,26156473.94,6,3.09,1.0,2.43,0.6257,0.0121,0.1255,0.0,1,0.0169,0.0321,0.0384,0.0225,0.8946,38.14,healthy
REIT-02974,Industrial,Southeast,Grocery,Strong Private,3078540.58,36874900.5,13,10.99,0.9856,2.074,0.6087,0.0382,0.1075,0.0204,10,0.0137,0.0553,0.0384,0.0004,0.9735,29.11,healthy
REIT-02975,Fitness,Southwest,Grocery,Stable,379834.51,5699038.43,23,1.94,0.9874,3.333,0.594,0.048,0.0059,0.0309,6,0.0006,0.0452,0.0519,0.0757,0.876,20.89,healthy
REIT-02976,Automotive Service,Midwest,Auto,Watch,691832.15,12625455.2,6,10.87,0.9685,1.368,0.6328,-0.0105,-0.0528,0.0,8,0.0,0.0312,0.0296,0.0039,0.9235,63.51,watchlist
REIT-02977,Medical Office,Southeast,Restaurant,Strong Private,1757149.05,23211241.63,5,12.69,0.9984,1.679,0.6709,-0.0482,0.0747,0.0202,3,0.0217,0.0421,0.0219,0.0463,0.8374,37.93,healthy
REIT-02978,Quick Service Restaurant,Mountain,Logistics,Watch,985302.8,14271500.14,7,15.11,0.9598,2.507,0.6576,-0.079,-0.0738,0.0107,11,0.0015,0.0325,0.0368,0.0483,0.9438,52.89,watchlist
REIT-02979,Office,Southeast,Restaurant,Stable,1222809.88,18042176.01,4,9.87,0.941,2.294,0.6003,-0.0229,0.1155,0.0166,4,0.0,0.0584,0.0233,-0.0285,0.98,44.9,healthy
REIT-02980,Quick Service Restaurant,Southeast,Restaurant,Strong Private,648295.35,8932995.96,31,7.52,0.9728,1.449,0.7256,0.0026,0.0101,0.0173,2,0.0,0.0381,0.0419,0.0316,0.8949,42.15,healthy
REIT-02981,Industrial,West Coast,Logistics,Strong Private,3131679.28,51036061.58,33,4.04,0.9682,2.63,0.629,0.0209,0.025,0.0726,5,0.0,0.0608,0.0407,0.0199,0.6214,31.51,healthy
REIT-02982,Fitness,Mountain,Restaurant,Stable,618956.89,8706926.52,22,13.72,0.9344,2.529,0.6732,0.0574,-0.0106,0.0229,3,0.0,0.015,0.0498,-0.0163,0.98,42.2,healthy
REIT-02983,Office,West Coast,Fuel,Investment Grade,739416.96,8836863.47,30,10.17,1.0,1.715,0.6278,0.0163,0.0454,0.0213,4,0.0,0.0368,0.0462,-0.0132,0.8225,33.34,healthy
REIT-02984,Industrial,Southeast,Auto,Watch,1885582.75,26046907.81,3,10.02,0.9164,2.152,0.6421,0.0304,0.0082,0.0261,8,0.0157,0.0403,0.0415,-0.0523,0.811,67.96,watchlist
REIT-02985,Medical Office,Midwest,Restaurant,Stable,969445.32,15928281.18,14,5.15,0.9846,1.401,0.7571,0.1624,0.0331,0.0237,34,0.0356,0.0158,0.0489,0.0515,0.9055,70.96,at risk
REIT-02986,Medical Office,Northeast,Auto,Strong Private,1068674.29,19823708.4,7,6.72,1.0,3.068,0.5549,0.2471,0.0213,0.0336,2,0.0095,0.0465,0.0748,0.0157,0.7963,12.23,healthy
REIT-02987,Entertainment,Mountain,Logistics,Strong Private,1527502.53,20772064.85,39,4.41,0.9412,1.54,0.6172,0.0174,0.023,0.0162,0,0.0523,0.0552,0.0289,-0.0558,0.7041,46.87,watchlist
REIT-02988,Industrial,West Coast,Fuel,Watch,2025064.83,31137149.92,31,6.74,0.9395,2.504,0.7192,0.0041,-0.0571,0.0251,3,0.0248,0.0214,0.0331,0.0309,0.743,60.1,watchlist
REIT-02989,Fitness,Southeast,Healthcare,Stable,953041.67,12486339.1,17,9.57,0.9754,2.156,0.8312,0.0838,0.1468,0.0145,3,0.0,0.0417,0.0422,-0.0111,0.98,33.78,healthy
REIT-02990,Medical Office,Southwest,Healthcare,Strong Private,1095761.12,16722131.95,26,6.41,1.0,2.373,0.6036,-0.0743,-0.0199,0.015,2,0.0072,0.0698,0.0543,-0.0251,0.671,38.46,healthy
REIT-02991,Industrial,Southwest,Professional Services,Weak,6149803.98,136662310.72,24,7.74,0.9747,2.744,0.5536,-0.1159,-0.0619,0.0361,8,0.0618,0.0923,0.0509,-0.0213,0.6733,82.34,at risk
REIT-02992,Distribution,Midwest,Entertainment,Stable,1454022.36,18732509.13,33,12.89,0.9406,2.588,0.7643,0.0021,0.0424,0.0202,3,0.0023,0.0283,0.0625,0.01,0.98,38.23,healthy
REIT-02993,Quick Service Restaurant,Southwest,Healthcare,Weak,939260.48,13757264.81,2,1.7,0.9665,1.631,0.823,-0.1231,0.004,0.0,12,0.0597,0.0147,0.053,-0.0263,0.2712,100.0,at risk
REIT-02994,Automotive Service,Southeast,Grocery,Strong Private,1370322.04,20245369.87,17,8.22,0.9985,3.117,0.6078,0.1558,0.0446,0.0321,17,0.0,0.0473,0.0471,0.0113,0.9316,21.25,healthy
REIT-02995,Medical Office,West Coast,Entertainment,Strong Private,728199.8,14855490.08,21,13.61,0.9371,2.492,0.6456,0.0367,-0.0559,0.0244,1,0.0,0.0378,0.0549,-0.0102,0.9147,25.91,healthy
REIT-02996,Grocery,Midwest,Auto,Stable,1381124.51,22525636.36,28,5.72,0.9386,3.051,0.6325,0.2051,0.0409,0.0005,6,0.0,0.0388,0.0415,0.0193,0.9586,27.42,healthy
REIT-02997,Convenience Store,Midwest,Entertainment,Watch,224696.28,4397083.97,37,7.74,0.9682,1.496,0.5655,-0.1157,0.0048,0.0196,3,0.051,0.0577,0.0545,-0.0006,0.5809,86.55,at risk
REIT-02998,Automotive Service,Mountain,Restaurant,Stable,312540.72,3734683.34,37,8.4,1.0,1.795,0.7502,0.164,0.0329,0.0299,2,0.0032,0.0243,0.0461,0.0198,0.98,38.78,healthy
REIT-02999,Industrial,Southeast,Auto,Investment Grade,2169248.17,42093037.74,29,12.07,0.9514,2.374,0.86,0.0805,-0.0284,0.0098,8,0.0,0.049,0.0321,-0.0136,0.98,22.06,healthy
REIT-03000,Grocery,Mountain,Grocery,Stable,1959835.56,41750601.02,28,10.42,0.9395,2.563,0.5722,-0.0312,0.0432,0.0407,0,0.0,0.0447,0.0428,0.0239,0.7571,40.03,healthy
